Date,NDX_Close,NDX_DailyReturn,RF_Annual_Pct,RF_Daily_Pct,NDX2L_DailyReturn,NDX3L_DailyReturn,NDX2L_Adj_DailyReturn,NDX3L_Adj_DailyReturn,NDX_Indexed,NDX2L,NDX3L,NDX2L_adj,NDX3L_adj
2004/3/24,1381.86,0.86,1.0926,0.004336,1.72,2.58,1.7119,2.5678,1238.387538,2911.886547,1254.696176,967.391458,166.898432
2004/3/25,1425.86,3.18,1.0936,0.00434,6.36,9.54,6.3519,9.5278,1277.768262,3097.082531,1374.394192,1028.839103,182.800228
2004/3/26,1415.39,-0.73,1.0946,0.004344,-1.46,-2.19,-1.4681,-2.2022,1268.440554,3051.865126,1344.294959,1013.734578,178.77464
2004/3/29,1442.31,1.9,1.0975,0.004355,3.8,5.7,3.7919,5.6878,1292.540924,3167.836001,1420.919772,1052.174124,188.942979
2004/3/30,1445.25,0.2,1.0985,0.004359,0.4,0.6,0.3919,0.5878,1295.126006,3180.507345,1429.44529,1056.297289,190.053566
2004/3/31,1438.41,-0.47,1.0995,0.004363,-0.94,-1.41,-0.9481,-1.4222,1289.038914,3150.610576,1409.290112,1046.282186,187.350589
2004/4/1,1453.22,1.03,1.1005,0.004367,2.06,3.09,2.0519,3.0778,1302.316015,3215.513154,1452.837176,1067.750464,193.116817
2004/4/2,1490.3,2.55,1.1015,0.004371,5.1,7.65,5.0919,7.6378,1335.525073,3379.504325,1563.97922,1122.118815,207.866627
2004/4/5,1508.37,1.21,1.1044,0.004383,2.42,3.63,2.4118,3.6177,1351.684926,3461.28833,1620.751666,1149.18261,215.386707
2004/4/6,1493.58,-0.98,1.1054,0.004387,-1.96,-2.94,-1.9682,-2.9523,1338.438414,3393.447078,1573.101567,1126.564899,209.02792
2004/4/7,1481.96,-0.78,1.1064,0.00439,-1.56,-2.34,-1.5682,-2.3523,1327.998594,3340.509304,1536.29099,1108.898555,204.111013
2004/4/8,1485.51,0.24,1.1074,0.004394,0.48,0.72,0.4718,0.7077,1331.185791,3356.543748,1547.352285,1114.130736,205.555546
2004/4/12,1495.93,0.7,1.1113,0.00441,1.4,2.1,1.3918,2.0877,1340.504092,3403.535361,1579.846683,1129.637432,209.846904
2004/4/13,1472.88,-1.54,1.1123,0.004414,-3.08,-4.62,-3.0882,-4.6323,1319.860329,3298.706472,1506.857766,1094.752153,200.126125
2004/4/14,1475.66,0.19,1.1133,0.004418,0.38,0.57,0.3718,0.5577,1322.368063,3311.241556,1515.446856,1098.822577,201.242173
2004/4/15,1459.45,-1.1,1.1143,0.004422,-2.2,-3.3,-2.2082,-3.3123,1307.822015,3238.394242,1465.437109,1074.55847,194.576357
2004/4/16,1449.06,-0.71,1.1152,0.004426,-1.42,-2.13,-1.4282,-2.1423,1298.536478,3192.409044,1434.223299,1059.211675,190.407864
2004/4/19,1473.48,1.69,1.1182,0.004437,3.38,5.07,3.3718,5.0576,1320.481745,3300.31247,1506.93842,1094.926099,200.037995
2004/4/20,1436.9,-2.48,1.1192,0.004441,-4.96,-7.44,-4.9682,-7.4524,1287.733797,3136.616971,1394.822202,1040.52786,185.130415
2004/4/21,1451.01,0.98,1.1202,0.004445,1.96,2.94,1.9518,2.9276,1300.353589,3198.094664,1435.829975,1060.836727,190.550326
2004/4/22,1485.5,2.38,1.1211,0.004449,4.76,7.14,4.7518,7.1276,1331.302004,3350.32397,1538.348235,1111.245367,204.13201
2004/4/23,1497.01,0.77,1.1221,0.004453,1.54,2.31,1.5318,2.2976,1341.553029,3401.918959,1573.884079,1128.267171,208.822151
2004/4/26,1480.53,-1.1,1.1251,0.004465,-2.2,-3.3,-2.2082,-3.3124,1326.795946,3327.076742,1521.945904,1103.352386,201.905082
2004/4/27,1479.47,-0.07,1.1261,0.004469,-0.14,-0.21,-0.1482,-0.2224,1325.867189,3322.418834,1518.749818,1101.716795,201.455986
2004/4/28,1453.03,-1.79,1.127,0.004472,-3.58,-5.37,-3.5882,-5.3824,1302.134166,3203.47624,1437.192953,1062.184527,190.612745
2004/4/29,1431.36,-1.49,1.128,0.004476,-2.98,-4.47,-2.9882,-4.4824,1282.732367,3108.012648,1372.950428,1030.443839,182.068634
2004/4/30,1401.36,-2.1,1.129,0.00448,-4.2,-6.3,-4.2083,-6.3125,1255.794988,2977.476117,1286.454551,987.080185,170.575638
2004/5/3,1415.29,0.99,1.132,0.004492,1.98,2.97,1.9717,2.9575,1268.227358,3036.430144,1324.662251,1006.542823,175.620453
2004/5/4,1422.11,0.48,1.133,0.004496,0.96,1.44,0.9517,1.4275,1274.314849,3065.579873,1343.737387,1016.122436,178.127464
2004/5/5,1428.42,0.44,1.1339,0.0045,0.88,1.32,0.8717,1.3075,1279.921835,3092.556976,1361.474721,1024.980285,180.456496
2004/5/6,1415.6,-0.9,1.1349,0.004504,-1.8,-2.7,-1.8083,-2.7125,1268.402538,3036.890951,1324.714903,1006.445838,175.561614
2004/5/7,1406.19,-0.66,1.1359,0.004508,-1.32,-1.98,-1.3283,-1.9925,1260.031081,2996.80399,1298.485548,993.077445,172.063537
2004/5/10,1397.1,-0.65,1.1389,0.004519,-1.3,-1.95,-1.3083,-1.9625,1251.840879,2957.845538,1273.16508,980.085122,168.686737
2004/5/11,1421.89,1.77,1.1398,0.004523,3.54,5.31,3.5317,5.2975,1273.998463,3062.55327,1340.770146,1014.698856,177.622852
2004/5/12,1414.83,-0.5,1.1408,0.004527,-1,-1.5,-1.0083,-1.5125,1267.628471,3031.927738,1320.658594,1004.467679,174.936224
2004/5/13,1417.09,0.16,1.1418,0.004531,0.32,0.48,0.3117,0.4674,1269.656676,3041.629906,1326.997755,1007.598597,175.753957
2004/5/14,1399.85,-1.22,1.1428,0.004535,-2.44,-3.66,-2.4483,-3.6726,1254.166865,2967.414137,1278.429637,982.929513,169.299284
2004/5/17,1379.9,-1.43,1.1457,0.004547,-2.86,-4.29,-2.8683,-4.3026,1236.232278,2882.546092,1223.585006,954.735984,162.015038
2004/5/18,1397.47,1.27,1.1467,0.00455,2.54,3.81,2.5317,3.7974,1251.932428,2955.762763,1270.203594,978.906841,168.167409
2004/5/19,1396.34,-0.08,1.1477,0.004554,-0.16,-0.24,-0.1683,-0.2526,1250.930882,2951.033543,1267.155106,977.259104,167.742616
2004/5/20,1396.87,0.04,1.1487,0.004558,0.08,0.12,0.0717,0.1074,1251.431255,2953.39437,1268.675692,977.959524,167.922757
2004/5/21,1408.17,0.81,1.1497,0.004562,1.62,2.43,1.6117,2.4174,1261.567848,3001.239358,1299.504511,993.720984,171.982095
2004/5/24,1413.97,0.41,1.1526,0.004574,0.82,1.23,0.8117,1.2174,1266.740276,3025.849521,1315.488417,1001.786583,174.075736
2004/5/25,1447.72,2.39,1.1536,0.004578,4.78,7.17,4.7717,7.1574,1297.015369,3170.485128,1409.808936,1049.588356,186.53495
2004/5/26,1453.87,0.42,1.1546,0.004582,0.84,1.26,0.8316,1.2473,1302.462833,3197.117203,1427.572529,1058.317241,188.861683
2004/5/27,1463.11,0.64,1.1556,0.004586,1.28,1.92,1.2716,1.9073,1310.798595,3238.040303,1454.981921,1071.775275,192.463911
2004/5/28,1466.22,0.21,1.1566,0.00459,0.42,0.63,0.4116,0.6173,1313.551272,3251.640073,1464.148307,1076.187137,193.652047
2004/6/1,1468.54,0.16,1.1605,0.004605,0.32,0.48,0.3116,0.4673,1315.652955,3262.045321,1471.176219,1079.540806,194.556978
2004/6/2,1464.22,-0.29,1.1615,0.004609,-0.58,-0.87,-0.5884,-0.8827,1311.837561,3243.125458,1458.376986,1073.189016,192.839604
2004/6/3,1445.21,-1.3,1.1625,0.004613,-2.6,-3.9,-2.6084,-3.9127,1294.783673,3158.804196,1401.500284,1045.196138,185.294334
2004/6/4,1455.04,0.68,1.1634,0.004617,1.36,2.04,1.3516,2.0273,1303.588202,3201.763933,1430.090889,1059.323149,189.050759
2004/6/7,1491.45,2.5,1.1664,0.004629,5,7.5,4.9916,7.4873,1336.177907,3361.85213,1537.347706,1112.20034,203.205463
2004/6/8,1495.97,0.3,1.1674,0.004632,0.6,0.9,0.5916,0.8872,1340.18644,3382.023243,1551.183836,1118.780092,205.00839
2004/6/9,1469.5,-1.77,1.1684,0.004636,-3.54,-5.31,-3.5484,-5.3228,1316.46514,3262.29962,1468.815974,1079.08123,194.096275
2004/6/10,1481.27,0.8,1.1693,0.00464,1.6,2.4,1.5916,2.3872,1326.996862,3314.496414,1504.067557,1096.255778,198.729795
2004/6/14,1458.64,-1.53,1.1733,0.004656,-3.06,-4.59,-3.0684,-4.6028,1306.69381,3213.072824,1435.030856,1062.617983,189.582652
2004/6/15,1479.2,1.41,1.1743,0.00466,2.82,4.23,2.8116,4.2172,1325.118192,3303.681477,1495.732662,1092.494236,197.57771
2004/6/16,1479.99,0.05,1.1752,0.004664,0.1,0.15,0.0916,0.1372,1325.780751,3306.985159,1497.976261,1093.494595,197.848748
2004/6/17,1464.03,-1.08,1.1762,0.004668,-2.16,-3.24,-2.1684,-3.2528,1311.462319,3235.554279,1449.44183,1069.782849,191.41307
2004/6/18,1464.65,0.04,1.1772,0.004671,0.08,0.12,0.0716,0.1072,1311.986904,3238.142723,1451.18116,1070.548371,191.618198
2004/6/21,1453.23,-0.78,1.1802,0.004683,-1.56,-2.34,-1.5685,-2.3529,1301.753406,3187.627696,1417.223521,1053.757323,187.109693
2004/6/22,1474.87,1.49,1.1811,0.004687,2.98,4.47,2.9715,4.4571,1321.149532,3282.619002,1480.573412,1085.070175,195.449422
2004/6/23,1493.52,1.26,1.1821,0.004691,2.52,3.78,2.5115,3.7671,1337.796016,3365.341,1536.539087,1112.322138,202.812248
2004/6/24,1488.31,-0.35,1.1831,0.004695,-0.7,-1.05,-0.7085,-1.0629,1333.11373,3341.783613,1520.405427,1104.441728,200.656594
2004/6/25,1498.38,0.68,1.1841,0.004699,1.36,2.04,1.3515,2.0271,1342.178903,3387.231871,1551.421697,1119.368604,204.724124
2004/6/28,1493.07,-0.35,1.187,0.004711,-0.7,-1.05,-0.7085,-1.0629,1337.481277,3363.521247,1535.13177,1111.438097,202.548085
2004/6/29,1505.65,0.84,1.188,0.004714,1.68,2.52,1.6715,2.5071,1348.71612,3420.028404,1573.81709,1130.01596,207.626125
2004/6/30,1516.64,0.73,1.189,0.004718,1.46,2.19,1.4515,2.1771,1358.561748,3469.960819,1608.283685,1146.418275,212.146294
2004/7/1,1489.57,-1.78,1.19,0.004722,-3.56,-5.34,-3.5685,-5.3529,1334.379349,3346.430214,1522.401336,1105.50843,200.790238
2004/7/2,1481.19,-0.56,1.191,0.004726,-1.12,-1.68,-1.1285,-1.6929,1326.906824,3308.950196,1496.824993,1093.032812,197.390971
2004/7/6,1445.71,-2.4,1.1949,0.004742,-4.8,-7.2,-4.8085,-7.213,1295.06106,3150.120586,1389.053594,1040.474203,183.153208
2004/7/7,1452.49,0.47,1.1959,0.004746,0.94,1.41,0.9315,1.397,1301.147847,3179.73172,1408.639249,1050.166059,185.711889
2004/7/8,1431.13,-1.47,1.1969,0.00475,-2.94,-4.41,-2.9485,-4.423,1282.020974,3086.247607,1346.518259,1019.201709,177.497869
2004/7/9,1440,0.62,1.1979,0.004753,1.24,1.86,1.2315,1.847,1289.969504,3124.517077,1371.563498,1031.752941,180.776256
2004/7/12,1432.11,-0.55,1.2008,0.004765,-1.1,-1.65,-1.1085,-1.663,1282.874672,3090.14739,1348.9327,1020.315598,177.769907
2004/7/13,1428.68,-0.24,1.2018,0.004769,-0.48,-0.72,-0.4885,-0.733,1279.795773,3075.314682,1339.220385,1015.33096,176.4668
2004/7/14,1416.05,-0.88,1.2028,0.004773,-1.76,-2.64,-1.7685,-2.653,1268.53357,3021.189144,1303.864967,997.374397,171.785068
2004/7/15,1415.92,-0.01,1.2038,0.004777,-0.02,-0.03,-0.0285,-0.043,1268.406716,3020.584906,1303.473807,997.08968,171.711122
2004/7/16,1392.17,-1.68,1.2048,0.004781,-3.36,-5.04,-3.3686,-5.0531,1247.097484,2919.093253,1237.778727,963.502209,163.034467
2004/7/19,1396.77,0.33,1.2077,0.004792,0.66,0.99,0.6514,0.9769,1251.212905,2938.359269,1250.032737,969.778825,164.627188
2004/7/20,1421.07,1.74,1.2087,0.004796,3.48,5.22,3.4714,5.2069,1272.98401,3040.614171,1315.284446,1003.444055,173.199186
2004/7/21,1386.57,-2.43,1.2097,0.0048,-4.86,-7.29,-4.8686,-7.3031,1242.050498,2892.840322,1219.40021,954.590678,160.550289
2004/7/22,1408.51,1.58,1.2107,0.004804,3.16,4.74,3.1514,4.7269,1261.674896,2984.254077,1277.19978,984.673896,168.13934
2004/7/23,1375.48,-2.35,1.2116,0.004808,-4.7,-7.05,-4.7086,-7.0631,1232.025536,2843.994135,1187.157195,938.309758,156.263477
2004/7/26,1368.4,-0.51,1.2146,0.00482,-1.02,-1.53,-1.0286,-1.5431,1225.742206,2814.985395,1168.99369,928.658401,153.852125
2004/7/27,1391.5,1.69,1.2156,0.004824,3.38,5.07,3.3714,5.0569,1246.457249,2910.131901,1228.26167,959.967251,161.632213
2004/7/28,1383.75,-0.56,1.2166,0.004828,-1.12,-1.68,-1.1286,-1.6931,1239.477089,2877.538424,1207.626874,949.133085,158.895541
2004/7/29,1398.55,1.07,1.2175,0.004832,2.14,3.21,2.1314,3.1968,1252.739494,2939.117746,1246.391697,969.362894,163.975185
2004/7/30,1400.39,0.13,1.2185,0.004835,0.26,0.39,0.2514,0.3768,1254.368055,2946.759452,1251.252624,971.799822,164.593105
2004/8/2,1406.33,0.42,1.2215,0.004847,0.84,1.26,0.8314,1.2468,1259.636401,2971.512232,1267.018407,979.879201,166.645274
2004/8/3,1379.14,-1.93,1.2225,0.004851,-3.86,-5.79,-3.8686,-5.8032,1235.325418,2856.811859,1193.658042,941.971389,156.974525
2004/8/4,1379.21,0.01,1.2234,0.004855,0.02,0.03,0.0114,0.0168,1235.448951,2857.383222,1194.016139,942.078541,157.000894
2004/8/5,1353.44,-1.87,1.2244,0.004859,-3.74,-5.61,-3.7486,-5.6232,1212.346055,2750.517089,1127.031834,906.763514,148.172404
2004/8/6,1315.3,-2.82,1.2254,0.004863,-5.64,-8.46,-5.6486,-8.4732,1178.157897,2595.387926,1031.684941,855.543775,135.617434
2004/8/9,1318.83,0.27,1.2284,0.004874,0.54,0.81,0.5314,0.7968,1181.338923,2609.40302,1040.041589,860.089756,136.697978
2004/8/10,1346.71,2.11,1.2293,0.004878,4.22,6.33,4.2114,6.3168,1206.265174,2719.519828,1105.876221,896.311161,145.33285
2004/8/11,1324.65,-1.64,1.2303,0.004882,-3.28,-4.92,-3.2887,-4.9333,1186.482425,2630.319577,1051.467111,866.834606,138.163207
2004/8/12,1304.43,-1.53,1.2313,0.004886,-3.06,-4.59,-3.0687,-4.6033,1168.329244,2549.831798,1003.204771,840.234433,131.80319
2004/8/13,1307.82,0.26,1.2323,0.00489,0.52,0.78,0.5113,0.7667,1171.3669,2563.090924,1011.029768,844.530889,132.813761
2004/8/16,1326.84,1.45,1.2352,0.004902,2.9,4.35,2.8913,4.3367,1188.35172,2637.42056,1055.009563,868.94905,138.573502
2004/8/17,1335.72,0.67,1.2362,0.004906,1.34,2.01,1.3313,1.9967,1196.313677,2672.761996,1076.215255,880.517582,141.340394
2004/8/18,1363.73,2.1,1.2372,0.00491,4.2,6.3,4.1913,6.2867,1221.436264,2785.018,1144.016816,917.422897,150.226025
2004/8/19,1353.24,-0.77,1.2382,0.004913,-1.54,-2.31,-1.5487,-2.3233,1212.031205,2742.128723,1117.590028,903.214921,146.735795
2004/8/20,1366.73,1,1.2392,0.004917,2,3,1.9913,2.9867,1224.151517,2796.971297,1151.117728,921.200755,151.118313
2004/8/23,1370.9,0.31,1.2421,0.004929,0.62,0.93,0.6113,0.9166,1227.946387,2814.312519,1161.823123,926.832065,152.503539
2004/8/24,1369.78,-0.08,1.2431,0.004933,-0.16,-0.24,-0.1687,-0.2534,1226.964029,2809.809619,1159.034748,925.268473,152.117159
2004/8/25,1389.17,1.42,1.2441,0.004937,2.84,4.26,2.8313,4.2466,1244.386919,2889.608212,1208.409628,951.465537,158.577018
2004/8/26,1383.98,-0.37,1.2451,0.004941,-0.74,-1.11,-0.7487,-1.1234,1239.782687,2868.225112,1194.996281,944.341814,156.795606
2004/8/27,1388.56,0.33,1.2461,0.004945,0.66,0.99,0.6513,0.9766,1243.87397,2887.155397,1206.826744,950.492174,158.326901
2004/8/30,1367.94,-1.49,1.249,0.004956,-2.98,-4.47,-2.9887,-4.4834,1225.340248,2801.118166,1152.881589,922.084565,151.228465
2004/8/31,1368.68,0.05,1.25,0.00496,0.1,0.15,0.0913,0.1366,1225.952918,2803.919285,1154.610911,922.92615,151.435024
2004/9/1,1377.96,0.68,1.251,0.004964,1.36,2.04,1.3513,2.0266,1234.289398,2842.052587,1178.164974,935.397337,154.503975
2004/9/2,1398.34,1.48,1.252,0.004968,2.96,4.44,2.9513,4.4266,1252.556881,2926.177343,1230.475499,963.003364,161.343204
2004/9/3,1371.82,-1.9,1.253,0.004972,-3.8,-5.7,-3.8087,-5.7134,1228.7583,2814.982604,1160.338395,926.325051,152.124963
2004/9/7,1381.84,0.73,1.2569,0.004988,1.46,2.19,1.4512,2.1765,1237.728236,2856.08135,1185.749806,939.768274,155.436013
2004/9/8,1376.77,-0.37,1.2579,0.004992,-0.74,-1.11,-0.7488,-1.1235,1233.148641,2834.946348,1172.587983,932.731652,153.689728
2004/9/9,1391.53,1.07,1.2589,0.004995,2.14,3.21,2.1312,3.1965,1246.343332,2895.6142,1210.228057,952.610353,158.602446
2004/9/10,1413,1.54,1.2598,0.004999,3.08,4.62,3.0712,4.6065,1265.537019,2984.799118,1266.140594,981.867216,165.908482
2004/9/13,1427.34,1.01,1.2628,0.005011,2.02,3.03,2.0112,3.0165,1278.318943,3045.09206,1304.504654,1001.614717,170.913088
2004/9/14,1434.37,0.49,1.2638,0.005015,0.98,1.47,0.9712,1.4565,1284.582706,3074.933962,1323.680872,1011.342551,173.4024
2004/9/15,1415.3,-1.33,1.2648,0.005019,-2.66,-3.99,-2.6688,-4.0035,1267.497756,2993.140719,1270.866005,984.351955,166.460183
2004/9/16,1417.97,0.19,1.2657,0.005023,0.38,0.57,0.3712,0.5565,1269.906001,3004.514653,1278.109942,988.005942,167.386471
2004/9/17,1426.3,0.59,1.2667,0.005027,1.18,1.77,1.1712,1.7565,1277.398447,3039.967926,1300.732488,999.577502,170.326539
2004/9/20,1424.72,-0.11,1.2697,0.005038,-0.22,-0.33,-0.2288,-0.3436,1275.993309,3033.279997,1296.44007,997.290387,169.74135
2004/9/21,1435.91,0.79,1.2707,0.005042,1.58,2.37,1.5712,2.3564,1286.073656,3081.205821,1327.1657,1012.959693,173.741175
2004/9/22,1404.22,-2.21,1.2716,0.005046,-4.42,-6.63,-4.4288,-6.6436,1257.651428,2945.016523,1239.174614,968.097571,162.198533
2004/9/23,1405.77,0.11,1.2726,0.00505,0.22,0.33,0.2112,0.3164,1259.034845,2951.49556,1243.26389,970.142,162.711742
2004/9/24,1399.05,-0.48,1.2736,0.005054,-0.96,-1.44,-0.9688,-1.4536,1252.991477,2923.161202,1225.36089,960.743034,160.346564
2004/9/27,1385.55,-0.96,1.2766,0.005066,-1.92,-2.88,-1.9288,-2.8936,1240.962759,2867.036507,1190.070497,942.21188,155.706738
2004/9/28,1389.7,0.3,1.2775,0.00507,0.6,0.9,0.5912,0.8864,1244.685647,2884.238726,1200.781131,947.781865,157.086874
2004/9/29,1410.86,1.52,1.2785,0.005074,3.04,4.56,3.0312,4.5464,1263.604869,2971.919584,1255.536751,976.510618,164.22861
2004/9/30,1412.74,0.13,1.2795,0.005077,0.26,0.39,0.2512,0.3764,1265.247556,2979.646575,1260.433344,978.963152,164.846689
2004/10/1,1452.94,2.85,1.2805,0.005081,5.7,8.55,5.6911,8.5363,1301.307111,3149.486429,1368.200395,1034.677402,178.918572
2004/10/4,1459.01,0.42,1.2834,0.005093,0.84,1.26,0.8311,1.2463,1306.772601,3175.942115,1385.43972,1043.27699,181.148473
2004/10/5,1461.76,0.19,1.2844,0.005097,0.38,0.57,0.3711,0.5563,1309.255469,3188.010695,1393.336726,1047.148937,182.156228
2004/10/6,1474.36,0.86,1.2854,0.005101,1.72,2.58,1.7111,2.5663,1320.515066,3242.844479,1429.284814,1065.06701,186.830915
2004/10/7,1455.77,-1.26,1.2864,0.005105,-2.52,-3.78,-2.5289,-3.7937,1303.876576,3161.124798,1375.257848,1038.132801,179.743107
2004/10/8,1430.96,-1.7,1.2874,0.005109,-3.4,-5.1,-3.4089,-5.1137,1281.710674,3053.646555,1305.119698,1002.744115,170.551567
2004/10/11,1437.73,0.47,1.2903,0.00512,0.94,1.41,0.9311,1.3963,1287.734714,3082.350833,1323.521885,1012.080764,172.932923
2004/10/12,1435,-0.19,1.2913,0.005124,-0.38,-0.57,-0.3889,-0.5837,1285.288018,3070.6379,1315.977811,1008.144842,171.923443
2004/10/13,1434.46,-0.04,1.2923,0.005128,-0.08,-0.12,-0.0889,-0.1337,1284.773903,3068.181389,1314.398637,1007.248621,171.693498
2004/10/14,1425.21,-0.64,1.2933,0.005132,-1.28,-1.92,-1.2889,-1.9338,1276.55135,3028.908668,1289.162183,994.266175,168.373365
2004/10/15,1430.98,0.4,1.2943,0.005136,0.8,1.2,0.7911,1.1862,1281.657556,3053.139937,1304.63213,1002.131757,170.37067
2004/10/18,1457.31,1.84,1.2972,0.005148,3.68,5.52,3.6711,5.5062,1305.240055,3165.495487,1376.647823,1038.92084,179.751642
2004/10/19,1443.8,-0.93,1.2982,0.005152,-1.86,-2.79,-1.8689,-2.8038,1293.101322,3106.617271,1338.239349,1019.504226,174.711774
2004/10/20,1452.26,0.59,1.2992,0.005155,1.18,1.77,1.1711,1.7562,1300.73062,3143.275354,1361.926185,1031.443382,177.780057
2004/10/21,1474.79,1.55,1.3002,0.005159,3.1,4.65,3.0911,4.6362,1320.891944,3240.71689,1425.255753,1063.326027,186.022276
2004/10/22,1438.25,-2.48,1.3011,0.005163,-4.96,-7.44,-4.9689,-7.4538,1288.133824,3079.977333,1319.216725,1010.490068,172.156513
2004/10/25,1432.57,-0.39,1.3041,0.005175,-0.78,-1.17,-0.7889,-1.1838,1283.110102,3055.953509,1303.781889,1002.517859,170.118452
2004/10/26,1442.14,0.67,1.3051,0.005179,1.34,2.01,1.3311,1.9962,1291.70694,3096.903287,1329.987905,1015.861885,173.514272
2004/10/27,1480.03,2.63,1.3061,0.005183,5.26,7.89,5.251,7.8761,1325.678832,3259.800399,1434.923951,1069.205274,187.180503
2004/10/28,1487.12,0.48,1.307,0.005187,0.96,1.44,0.951,1.4261,1332.042091,3291.094483,1455.586856,1079.373881,189.849949
2004/10/29,1486.72,-0.03,1.308,0.005191,-0.06,-0.09,-0.069,-0.1039,1331.642478,3289.119827,1454.276828,1078.62954,189.652745
2004/11/1,1488.79,0.14,1.311,0.005202,0.28,0.42,0.271,0.4061,1333.506778,3298.329362,1460.38479,1081.552926,190.422931
2004/11/2,1494.83,0.41,1.312,0.005206,0.82,1.23,0.811,1.2161,1338.974156,3325.375663,1478.347523,1090.324579,192.738656
2004/11/3,1503.89,0.61,1.313,0.00521,1.22,1.83,1.211,1.8161,1347.141898,3365.945246,1505.401283,1103.528628,196.238959
2004/11/4,1516.2,0.82,1.3139,0.005214,1.64,2.46,1.631,2.4461,1358.188461,3421.146748,1542.434155,1121.527358,201.039121
2004/11/5,1525.24,0.6,1.3149,0.005218,1.2,1.8,1.191,1.7861,1366.337592,3462.200509,1570.197969,1134.884886,204.629824
2004/11/8,1527.13,0.12,1.3179,0.00523,0.24,0.36,0.231,0.346,1367.977197,3470.50979,1575.850682,1137.506476,205.337943
2004/11/9,1527,-0.01,1.3189,0.005234,-0.02,-0.03,-0.029,-0.044,1367.8404,3469.815688,1575.377927,1137.176561,205.247678
2004/11/10,1517.06,-0.65,1.3198,0.005237,-1.3,-1.95,-1.309,-1.964,1358.949437,3424.708084,1544.658057,1122.290837,201.216682
2004/11/11,1541.7,1.62,1.3208,0.005241,3.24,4.86,3.231,4.846,1380.964418,3535.668626,1619.728439,1158.551928,210.967693
2004/11/12,1558.41,1.08,1.3218,0.005245,2.16,3.24,2.151,3.226,1395.878834,3612.039068,1672.20764,1183.472205,217.773547
2004/11/15,1560.96,0.16,1.3248,0.005257,0.32,0.48,0.311,0.466,1398.11224,3623.597593,1680.234237,1187.152487,218.788359
2004/11/16,1548.53,-0.8,1.3257,0.005261,-1.6,-2.4,-1.609,-2.414,1386.927342,3565.620032,1639.908615,1168.050839,213.506778
2004/11/17,1571.12,1.46,1.3267,0.005265,2.92,4.38,2.911,4.366,1407.176481,3669.736137,1711.736613,1202.052394,222.828438
2004/11/18,1580.81,0.62,1.3277,0.005269,1.24,1.86,1.231,1.846,1415.900975,3715.240865,1743.574914,1216.849196,226.941785
2004/11/19,1552.11,-1.82,1.3287,0.005273,-3.64,-5.46,-3.649,-5.474,1390.131577,3580.006098,1648.375723,1172.445853,214.518907
2004/11/22,1568.28,1.04,1.3316,0.005284,2.08,3.12,2.0709,3.1059,1404.588946,3654.470224,1699.805046,1196.726572,221.181735
2004/11/23,1562.6,-0.36,1.3326,0.005288,-0.72,-1.08,-0.7291,-1.0941,1399.532426,3628.158039,1681.447151,1188.001741,218.761855
2004/11/24,1582.55,1.28,1.3336,0.005292,2.56,3.84,2.5509,3.8259,1417.446441,3721.038885,1746.014722,1218.30693,227.131517
2004/11/26,1578.26,-0.27,1.3356,0.0053,-0.54,-0.81,-0.5491,-0.8241,1413.619335,3700.945275,1731.872003,1211.617575,225.259745
2004/11/29,1580.44,0.14,1.3385,0.005312,0.28,0.42,0.2709,0.4059,1415.598402,3711.307921,1739.145865,1214.900072,226.174039
2004/11/30,1571.5,-0.57,1.3395,0.005316,-1.14,-1.71,-1.1491,-1.7241,1407.529491,3668.999011,1709.406471,1200.939833,222.274521
2004/12/1,1607.15,2.27,1.3405,0.005319,4.54,6.81,4.5309,6.7959,1439.480411,3835.571566,1825.817052,1255.353345,237.380006
2004/12/2,1613.15,0.37,1.3415,0.005323,0.74,1.11,0.7309,1.0959,1444.806488,3863.954796,1846.083621,1264.528808,239.981362
2004/12/3,1614.4,0.08,1.3425,0.005327,0.16,0.24,0.1509,0.2259,1445.962334,3870.137123,1850.514222,1266.43702,240.523368
2004/12/6,1619.59,0.32,1.3454,0.005339,0.64,0.96,0.6309,0.9458,1450.589413,3894.906001,1868.279158,1274.42686,242.79831
2004/12/7,1589.33,-1.87,1.3464,0.005343,-3.74,-5.61,-3.7491,-5.6242,1423.463391,3749.236517,1763.468697,1226.647161,229.142902
2004/12/8,1601.91,0.79,1.3474,0.005347,1.58,2.37,1.5709,2.3558,1434.708752,3808.474454,1805.262905,1245.916358,234.541084
2004/12/9,1609.79,0.49,1.3484,0.005351,0.98,1.47,0.9709,1.4558,1441.738825,3845.797503,1831.80027,1258.012705,237.955548
2004/12/10,1605.16,-0.29,1.3493,0.005355,-0.58,-0.87,-0.5891,-0.8842,1437.557782,3823.491878,1815.863608,1250.601445,235.851543
2004/12/13,1621.16,1,1.3523,0.005366,2,3,1.9909,2.9858,1451.93336,3899.961715,1870.339516,1275.499218,242.89354
2004/12/14,1627.46,0.39,1.3533,0.00537,0.78,1.17,0.7709,1.1558,1457.5959,3930.381417,1892.222488,1285.331531,245.700825
2004/12/15,1623.63,-0.24,1.3543,0.005374,-0.48,-0.72,-0.4891,-0.7342,1454.09767,3911.515586,1878.598486,1279.04441,243.896791
2004/12/16,1607.62,-0.99,1.3552,0.005378,-1.98,-2.97,-1.9891,-2.9842,1439.702103,3834.067577,1822.804111,1253.602327,236.618306
